"Today we'll install the braces which consist of bands, brackets, and an archwire."	"오늘은 밴드, 브래킷 및 아치 와이어가 포함된 교정기를 설치할 예정입니다."
We will use a bonded retainer after your braces are removed to maintain the alignment of your front teeth and prevent any potential shifting.	"교정기를 제거한 후, 앞니의 정렬을 유지하고 잠재적인 이동을 방지하기 위해 고정 리테이너를 사용할 것입니다."
"To manage your protruding upper teeth, also known as buck teeth, we will apply braces with specific archwires designed to pull these teeth backward gently."	"돌출된 상악 치아, 일명 벅 치아를 관리하기 위해, 이 치아를 부드럽게 뒤로 당기도록 설계된 특정 아치 와이어가 있는 교정기를 적용할 것입니다."
"For the impacted tooth that hasn't erupted properly, we might need to perform a minor surgical procedure to expose the tooth and guide it into place with braces."	"제대로 분출되지 않은 매복 치아의 경우, 치아를 노출시키고 교정기로 제자리로 안내하기 위해 경미한 수술 절차를 수행해야 할 수 있습니다."
"If you experience discomfort from the brackets rubbing against your cheeks, we can apply orthodontic wax to provide a barrier and reduce irritation."	"브래킷이 볼에 문질러 불편함을 느낄 경우, 자극을 줄이고 방어막을 제공하기 위해 교정 wax를 적용할 수 있습니다."
"During your orthodontic treatment, we will use separators to create space between your molars before fitting bands, ensuring a proper fit and alignment."	교정 치료 중에는 밴드를 장착하기 전에 구치 사이에 공간을 만들기 위해 분리기를 사용하여 적절한 착용감과 정렬을 보장할 것입니다.
"For patients with lingual braces, we recommend extra care during brushing to ensure food particles and plaque are thoroughly removed from behind the teeth."	"설측 교정기를 사용하는 환자의 경우, 치아 뒤쪽의 음식물 찌꺼기와 플라그가 철저하게 제거되도록 양치질 할 때 추가적인 주의를 권장합니다."
"After removing your braces, we will use a panoramic radiograph to check the overall health of your teeth and jaw, ensuring no underlying issues remain."	"교정기를 제거한 후, 파노라마 방사선 사진을 사용하여 치아와 턱의 전반적인 건강을 확인하고 근본적인 문제가 남아 있지 않도록 할 것입니다."
"To ensure the long-term stability of your teeth after braces, we'll use a bonded retainer. This retainer is glued behind your teeth, making it invisible while effectively maintaining alignment."	교정기 제거 후 치아의 장기적인 안정성을 보장하기 위해 고정 리테이너를 사용할 것입니다. 이 리테이너는 치아 뒤에 붙어 있어 보이지 않으면서 효과적으로 정렬을 유지합니다.
"If you're experiencing discomfort from the archwire, we can apply orthodontic wax to ease the irritation. This will protect your gums and the inside of your mouth from abrasion."	"아치 와이어로 인해 불편함을 겪고 있다면, 자극을 완화하기 위해 교정 왁스를 적용할 수 있습니다. 이는 잇몸과 입 안을 마찰로부터 보호할 것입니다."
"For your overjet, we plan to use Class II elastics along with your braces. These elastics help pull the upper teeth back to align properly with the lower teeth."	"과개를 위해, 교정기와 함께 2급 탄성 밴드를 사용할 계획입니다. 이 밴드는 상악 치아를 뒤로 당겨 하악 치아와 제대로 정렬되도록 도와줍니다."
"To address the crowding in your lower teeth, we'll initially use a lip bumper to create more space by pushing the molars back before using braces to straighten them."	"하악의 혼잡을 해결하기 위해, 처음에는 구치를 뒤로 밀어 공간을 만든 후 교정기를 사용하여 치아를 곧게 펴기 위해 립 범퍼를 사용할 것입니다."
"During your orthodontic treatment, we'll take periodic panoramic radiographs to monitor the progress and make adjustments to your treatment plan as needed."	"교정 치료 기간 동안, 주기적으로 파노라마 방사선 사진을 찍어 진행 상황을 모니터링하고 필요에 따라 치료 계획을 조정할 것입니다."
"For the diastema between your teeth, we might consider composite bonding after spacing them properly with braces, providing a quick and aesthetic solution."	"치아 사이의 디아스테마에 대해, 교정기로 적절히 공간을 조정한 후 복합 본딩을 고려할 수 있으며, 이는 빠르고 미적인 해결책을 제공합니다."
"To minimize discomfort and accelerate your treatment, we're recommending AcceleDent. This device uses gentle vibrations to help shift your teeth faster."	불편함을 최소화하고 치료를 가속화하기 위해 AcceleDent를 추천합니다. 이 장치는 부드러운 진동을 사용하여 치아의 이동을 빠르게 돕습니다.
"In cases of severe malocclusion, we sometimes recommend orthognathic surgery to adjust the jaw position, followed by braces to perfect the dental alignment."	"심각한 부정교합의 경우, 때때로 턱 위치를 조정하기 위한 교정 수술을 권장한 후 교정기를 사용하여 치아 정렬을 완성합니다."
"For better results with your Invisalign treatment, we'll use attachments on specific teeth to enhance the aligners' grip and improve tooth movement."	Invisalign 치료의 결과를 개선하기 위해 특정 치아에 부착물을 사용하여 교정기의 그립을 강화하고 치아 이동을 개선할 것입니다.
"Given the complexity of your bite issues, a multi-phase treatment approach will be necessary, starting with functional appliances to modify jaw growth."	"교합 문제의 복잡성을 고려할 때, 턱 성장을 수정하기 위한 기능성 장치로 시작하는 다단계 치료 접근 방식이 필요할 것입니다."
"We recommend a space maintainer for your child to prevent teeth from shifting into the gap left by a prematurely lost primary tooth, ensuring proper spacing for the permanent teeth."	"어린이의 경우, 조기에 상실된 유치가 남긴 공간으로 치아가 이동하는 것을 방지하기 위해 스페이스 메인테이너를 권장하여 영구 치아의 적절한 공간을 보장합니다."
"For aesthetic improvements along with orthodontic treatment, we might suggest enameloplasty to reshape slightly misshapen teeth, enhancing the overall appearance."	"교정 치료와 함께 미적 개선을 위해, 약간 변형된 치아의 모양을 재조정하기 위한 법랑질 성형술을 제안할 수 있어 전반적인 외모를 향상시킵니다."
"If your braces are causing sores inside your mouth, we can provide special orthodontic wax to apply over the brackets to alleviate irritation and aid healing."	"교정기가 입 안에 궤양을 유발하는 경우, 자극을 완화하고 치유를 돕기 위해 브래킷에 바를 수 있는 특수 교정 왁스를 제공할 수 있습니다."
"To manage minor tooth movements or to retain teeth positions after braces, we'll use a Hawley retainer, which is adjustable and durable."	미세한 치아 이동을 관리하거나 교정기 후 치아 위치를 유지하기 위해 조절 가능하고 내구성 있는 호리 리테이너를 사용할 것입니다.
"For your posterior open bite, we'll employ vertical elastics during your brace treatment to help close the bite and achieve a better occlusal relationship."	후방 열린 교합을 위해 교정 치료 중 수직 탄성 밴드를 사용하여 교합을 닫고 더 나은 교합 관계를 달성하는 데 도움을 줄 것입니다.
"To improve your treatment experience with Invisalign, we suggest frequent updates to your digital treatment plan, ensuring each aligner works effectively."	Invisalign 치료 경험을 향상시키기 위해 디지털 치료 계획을 자주 업데이트할 것을 제안하여 각 교정기가 효과적으로 작동하도록 합니다.
"In cases of impaction, particularly with wisdom teeth, we might need to collaborate with an oral surgeon to remove the teeth safely before they affect your alignment."	"특히 사랑니와 같은 매복의 경우, 치아가 교합에 영향을 주기 전에 안전하게 제거하기 위해 구강 외과 의사와 협력할 필요가 있을 수 있습니다."
"If you are prone to losing retainers, we offer retainer insurance that can cover replacements, ensuring you always have the support needed to maintain your new smile."	"리테이너를 자주 잃어버리는 경우, 교체 비용을 커버할 수 있는 리테이너 보험을 제공하여 새로운 미소를 유지할 수 있는 지원을 항상 받을 수 있도록 합니다."
"To assist in your bite correction, we'll use a series of customized, removable appliances that fit over your teeth to gradually shift them into the desired position."	"교합 교정을 돕기 위해, 원하는 위치로 점차적으로 치아를 이동시키기 위해 치아에 맞도록 제작된 일련의 탈착식 장치를 사용할 것입니다."
"During your treatment with braces, we'll periodically review and adjust the tension in your archwires to ensure your teeth move into their ideal positions efficiently."	"교정기로 치료하는 동안, 치아가 효율적으로 이상적인 위치로 이동하도록 아치 와이어의 긴장을 주기적으로 검토하고 조정할 것입니다."
"We're going to use a palatal expander to widen your upper jaw, which is essential for correcting your crossbite and creating space for your upper teeth to align properly."	상악을 넓히기 위해 구개 확장기를 사용할 것입니다. 이는 교차 교합을 교정하고 상악 치아가 제대로 정렬될 수 있도록 공간을 만드는 데 필수적입니다.
"Since you have crowded lower teeth, we'll employ a series of clear aligners to create room and gradually straighten your teeth without the need for extraction."	"하악이 혼잡한 경우, 발치 없이 공간을 만들고 점차 치아를 곧게 펴기 위해 일련의 투명 교정기를 사용할 것입니다."
"To protect your braces during sports, we recommend a custom athletic mouthguard that will cushion any impact and prevent damage to your orthodontic appliances."	"스포츠 활동 중 교정기를 보호하기 위해, 충격을 완화하고 교정 장치의 손상을 방지할 수 있는 맞춤형 운동용 마우스가드를 추천합니다."
"The digital impressions from our intraoral scanner are crucial for crafting your customized aligners, ensuring they fit perfectly and move your teeth efficiently."	"구강 내 스캐너에서 얻은 디지털 인상은 맞춤형 교정기를 제작하는 데 중요하며, 이는 교정기가 완벽하게 맞고 치아를 효율적으로 움직이도록 보장합니다."
"Given your gummy smile, we will employ a minor surgical procedure known as a gingivectomy, in conjunction with your orthodontic treatment to enhance your smile aesthetics."	"잇몸 미소가 있는 경우, 미소 미학을 향상시키기 위해 교정 치료와 함께 gingivectomy라고 알려진 경미한 수술 절차를 사용할 것입니다."
"To correct the spacing in your smile, we'll use a combination of braces to align the teeth and then a retainer to ensure they stay in their new positions permanently."	"미소의 공간을 교정하기 위해, 치아를 정렬하기 위해 교정기의 조합을 사용한 다음, 치아가 영구적으로 새로운 위치에 머무를 수 있도록 리테이너를 사용할 것입니다."
We will use a bonded retainer after your braces are removed to maintain the alignment of your front teeth and prevent any potential shifting.	"교정기를 제거한 후, 앞니의 정렬을 유지하고 잠재적인 이동을 방지하기 위해 고정 리테이너를 사용할 것입니다."
"For the impacted tooth that hasn't erupted properly, we might need to perform a minor surgical procedure to expose the tooth and guide it into place with braces."	"제대로 분출되지 않은 매복 치아의 경우, 치아를 노출시키고 교정기로 제자리로 안내하기 위해 경미한 수술 절차를 수행해야 할 수 있습니다."
"If you experience discomfort from the brackets rubbing against your cheeks, we can apply orthodontic wax to provide a barrier and reduce irritation."	"브래킷이 볼에 문질러 불편함을 느낄 경우, 자극을 줄이고 방어막을 제공하기 위해 교정 왁스를 적용할 수 있습니다."
"During your orthodontic treatment, we will use separators to create space between your molars before fitting bands, ensuring a proper fit and alignment."	교정 치료 중에는 밴드를 장착하기 전에 구치 사이에 공간을 만들기 위해 분리기를 사용하여 적절한 착용감과 정렬을 보장할 것입니다.
"To enhance the alignment of your anterior teeth, we'll use clear ceramic braces which are less visible, maintaining the aesthetics while correcting your smile."	"앞니의 정렬을 개선하기 위해 덜 눈에 띄는 투명 세라믹 교정기를 사용할 것이며, 이는 미적인 부분을 유지하면서 미소를 교정합니다."
"For your lower arch crowding, we will apply a lower lingual arch appliance, which helps to maintain the space effectively without altering your visible smile."	"하악의 혼잡에 대해, 시각적인 미소를 변경하지 않고 공간을 효과적으로 유지하는 하부 설측 아치 장치를 적용할 것입니다."
"We'll use a series of aligners, each designed to move your teeth incrementally until they reach the desired position, ensuring a gradual and controlled adjustment."	원하는 위치에 도달할 때까지 치아를 점진적으로 이동시키도록 설계된 일련의 교정기를 사용하여 점진적이고 제어된 조정을 보장할 것입니다.
"To correct the spacing issues and improve your bite, we will implement a combination of space maintainers and strategic tooth extractions as part of your treatment plan."	"공간 문제를 교정하고 교합을 개선하기 위해, 치료 계획의 일환으로 공간 유지 장치와 전략적인 치아 추출의 조합을 시행할 것입니다."
"Given the slight misalignment of your upper teeth, we'll use a custom retainer after your braces are removed to ensure they stay in their new, correct position."	"상악 치아의 약간의 불균형을 고려할 때, 교정기를 제거한 후 맞춤형 리테이너를 사용하여 새롭고 올바른 위치에 머무르도록 할 것입니다."
"We'll integrate a functional appliance to address your overbite by modifying the growth direction of your jaw, complemented by regular adjustments to your braces."	"턱의 성장 방향을 수정하여 과개교합을 해결하기 위해 기능성 장치를 통합하고, 교정기의 정기적인 조정으로 보완할 것입니다."
"For comprehensive diagnostic records, we'll take both intraoral photos and a panoramic radiograph, providing a full overview of your oral health status."	"종합적인 진단 기록을 위해, 구강 내 사진과 파노라마 방사선 사진을 모두 촬영하여 구강 건강 상태의 전체적인 개요를 제공할 것입니다."
"If you're experiencing any discomfort or sores from your braces, we can adjust the fit and apply dental wax to reduce irritation and enhance comfort."	"교정기로 인해 불편함이나 궤양이 생긴 경우, 착용감을 조정하고 치과용 왁스를 적용하여 자극을 줄이고 편안함을 증가시킬 수 있습니다."
"To address your child's early orthodontic needs, interceptive treatment will be initiated using appliances that guide jaw development and tooth eruption."	"귀하의 자녀의 초기 교정 필요성을 해결하기 위해, 턱 발달과 치아 분출을 안내하는 장치를 사용하여 중재 치료를 시작할 것입니다."
"During your next visit, we will replace the elastic ties on your braces to ensure continuous and effective movement of your teeth during the alignment process."	다음 방문 시 교정기의 탄성 밴드를 교체하여 정렬 과정 중 치아의 지속적이고 효과적인 움직임을 보장할 것입니다.
"Given your active lifestyle, we recommend a sports mouthguard customized to fit over your braces, protecting your teeth and braces during physical activities."	"활동적인 생활 방식을 고려하여, 신체 활동 중 치아와 교정기를 보호하기 위해 교정기에 맞게 맞춤 제작된 스포츠용 마우스가드를 추천합니다."
"To optimize the space for your upcoming orthodontic treatment, tooth slenderizing may be necessary, a process that slightly reduces the width of your teeth."	"다가오는 교정 치료를 위한 공간을 최적화하기 위해, 치아를 약간 줄이는 과정인 치아 슬렌더라이징이 필요할 수 있습니다."
"Should your braces wire break or cause discomfort, please contact us immediately for an emergency appointment to prevent any disruptions to your treatment."	"교정기 와이어가 부러지거나 불편을 유발할 경우, 치료에 지장을 주지 않도록 즉시 저희에게 연락하여 응급 약속을 잡아주십시오."
We'll periodically review your progress with cephalometric analysis to adjust the treatment plan based on the growth changes and tooth movement observed.	성장 변화와 관찰된 치아 움직임에 기초하여 치료 계획을 조정하기 위해 주기적으로 측두골 분석으로 진행 상황을 검토할 것입니다.
"For patients with sensitive gums, we recommend using a special gingival protectant during orthodontic treatment to prevent irritation from brackets and wires."	"민감한 잇몸을 가진 환자의 경우, 교정 치료 중 브래킷과 와이어로 인한 자극을 방지하기 위해 특수 잇몸 보호제 사용을 권장합니다."
"If there are any signs of periodontal issues during your braces treatment, we will collaborate with a periodontist to ensure comprehensive care and prevent complications."	"교정 치료 중 치주 문제의 징후가 있을 경우, 종합적인 치료를 보장하고 합병증을 방지하기 위해 치주과 전문의와 협력할 것입니다."
"To correct the misalignment caused by supernumerary teeth, strategic extractions will be planned to facilitate better spacing and alignment during your treatment."	"과잉 치아로 인한 불균형을 교정하기 위해, 치료 중 더 나은 공간 확보와 정렬을 용이하게 하기 위해 전략적인 추출이 계획될 것입니다."
"After removing your braces, we will conduct a thorough cleaning and polishing of your teeth to remove any plaque buildup and ensure your smile is bright and healthy."	"교정기를 제거한 후, 치아에 쌓인 플라그를 제거하고 미소가 밝고 건강하도록 치아를 철저히 청소하고 광택을 낼 것입니다."
"To assist in correcting your bite, we'll utilize both removable and fixed retainers post-treatment to maintain the teeth's position and prevent relapse."	교합을 교정하기 위해 치료 후 탈착식 및 고정 리테이너를 사용하여 치아 위치를 유지하고 재발을 방지할 것입니다.
"During your orthodontic adjustment sessions, we'll ensure that all components, such as brackets and archwires, are securely in place and functioning as intended."	교정 조정 세션 중에는 브래킷과 아치 와이어와 같은 모든 구성 요소가 안전하게 제자리에 있고 의도한 대로 기능하고 있는지 확인할 것입니다.
"We will start your treatment with a cephalometric radiograph to assess the jaw's position and teeth, helping us tailor your orthodontic plan effectively."	"치료를 시작하기 위해 턱의 위치와 치아를 평가하는 측두골 방사선 사진을 찍을 것입니다, 이를 통해 교정 계획을 효과적으로 맞춤 설정할 수 있습니다."
"To address your Class III Malocclusion, we are considering using a Herbst appliance to advance your lower jaw, aligning it properly with your upper jaw."	"3급 부정교합을 해결하기 위해 하악을 전진시키는 Herbst 장치 사용을 고려하고 있으며, 이는 상악과 적절히 정렬됩니다."
"For your deep overbite, we'll employ a combination of fixed appliances and elastics to gradually move your upper teeth back and reduce the overlap."	"깊은 과개교합에 대해, 고정 장치와 탄성 밴드를 조합하여 상악의 치아를 점차 뒤로 이동시키고 중복을 줄일 것입니다."
"Since you have an open bite, we'll use a tongue crib to prevent your tongue from pushing against your teeth, helping to close the bite over time."	"열린 교합이 있기 때문에, 혀가 치아를 밀어내는 것을 방지하기 위해 혀 요람을 사용할 것이며, 시간이 지남에 따라 교합을 닫는 데 도움이 될 것입니다."
"To correct the spacing in your front teeth, we plan to use a series of clear aligners that will gradually move your teeth into the desired position."	"앞니의 공간을 교정하기 위해, 점차적으로 치아를 원하는 위치로 이동시킬 일련의 투명 교정기를 사용할 계획입니다."
"For the impacted tooth, we'll need to perform an extraction to prevent damage to surrounding teeth and ensure proper alignment in your dental arch."	"매복된 치아의 경우, 주변 치아에 손상을 주지 않고 치열에 적절한 정렬을 보장하기 위해 발치를 해야 할 필요가 있습니다."
"Given your bruxism, we recommend using a nightguard to protect your teeth from excessive wear and alleviate pressure on your jaw joints during sleep."	"이갈이가 있는 경우, 수면 중에 과도한 마모로부터 치아를 보호하고 턱 관절에 가해지는 압력을 완화하기 위해 나이트가드 사용을 권장합니다."
"To improve the fit of your braces and adjust the archwire, we'll use ligating modules that help secure the wire and facilitate more precise tooth movement."	교정기의 착용감을 개선하고 아치 와이어를 조정하기 위해 와이어를 고정하고 보다 정밀한 치아 이동을 촉진하는 결찰 모듈을 사용할 것입니다.
"We will install a palatal expander to widen your upper jaw, which is crucial for correcting your crossbite and achieving optimal alignment with your lower teeth."	"상악을 넓히기 위해 구개 확장기를 설치할 것이며, 이는 교차 교합을 교정하고 하악의 치아와 최적의 정렬을 달성하는 데 중요합니다."
"To maintain the space for an unerupted permanent tooth, we will place a space maintainer in the area where your baby tooth was lost prematurely."	"아직 분출되지 않은 영구치를 위한 공간을 유지하기 위해, 조기에 상실된 유치가 있던 부위에 스페이스 메인테이너를 배치할 것입니다."
"In light of your crowded lower teeth, interproximal reduction will be done to slightly decrease tooth width and facilitate better alignment without extractions."	하악의 혼잡을 고려하여 근접면 축소를 통해 치아의 폭을 약간 줄이고 발치 없이 더 나은 정렬을 촉진할 것입니다.
"Due to your excessive gingival display, also known as a gummy smile, we might consider gingivectomy to reshape the gum line and enhance your smile aesthetics."	"과도한 잇몸 노출, 일명 잇몸 미소로 인해, 잇몸선을 재구성하고 미소의 미학을 개선하기 위해 치은절제술을 고려할 수 있습니다."
"We'll use a combination of a Herbst appliance and traditional braces to correct your Class II Malocclusion, aligning your upper and lower jaws effectively."	2급 부정교합을 교정하기 위해 Herbst 장치와 전통적인 교정기의 조합을 사용하여 상하악을 효과적으로 정렬할 것입니다.
"For precise monitoring and adjustment of your orthodontic treatment, we'll take panoramic and cephalometric radiographs at regular intervals."	"교정 치료의 정밀한 모니터링과 조정을 위해, 정기적으로 파노라마 및 측두골 방사선 사진을 촬영할 것입니다."
"The lingual braces we'll use for your treatment are practically invisible, offering an aesthetic solution while correcting your malocclusion discreetly."	치료에 사용할 설측 교정기는 거의 보이지 않아 미적인 해결책을 제공하면서도 귀하의 부정교합을 눈에 띄지 않게 교정합니다.
"If your treatment involves the removal of supernumerary teeth, we will ensure a gentle and safe extraction process to prepare your mouth for further orthodontic work."	"치료에 과잉 치아의 제거가 포함된 경우, 추가 교정 작업을 위해 입을 준비하기 위해 부드럽고 안전한 추출 과정을 보장할 것입니다."
"During your treatment with fixed appliances, regular flossing will be essential to remove plaque and food debris, keeping your teeth and gums healthy."	고정 장치로 치료하는 동안 정기적인 치실 사용은 플라크와 음식 찌꺼기를 제거하고 치아와 잇몸을 건강하게 유지하는 데 필수적입니다.
"To address your protrusive upper teeth, we will use Class II elastics in conjunction with your braces to help pull the teeth back and improve your facial profile."	돌출된 상악 치아를 해결하기 위해 교정기와 함께 2급 탄성 밴드를 사용하여 치아를 뒤로 당기고 얼굴 윤곽을 개선할 것입니다.
"After your braces are removed, wearing a retainer is crucial to prevent your teeth from shifting back to their original positions, ensuring lasting results."	"교정기를 제거한 후, 치아가 원래 위치로 돌아가는 것을 방지하고 지속적인 결과를 보장하기 위해 리테이너 착용이 중요합니다."
"For your anterior open bite, we'll be using Invisalign aligners with precision cuts for elastics. This will help pull your front teeth into the correct vertical position gradually."	"전방 열린 교합의 경우, 탄성 밴드를 위한 정밀 절단이 있는 인비사लाइन (Invisalign) 교정기를 사용할 것입니다. 이를 통해 앞니를 점차적으로 올바른 수직 위치로 당길 수 있습니다."
"To address your underbite, we are considering a combination of traditional braces and a Herbst appliance, which will help push your lower jaw back to align properly with the upper jaw."	"하악 돌출을 해결하기 위해, 전통적인 교정기와 Herbst 장치의 조합을 고려하고 있습니다. 이 장치는 하악을 뒤로 밀어 상악과 제대로 맞추는 데 도움이 될 것입니다."
"We're going to use a palatal expander to widen your upper jaw, which is essential for correcting your crossbite and creating space for your upper teeth to align properly."	상악을 넓히기 위해 구개 확장기를 사용할 것입니다. 이는 교차 교합을 교정하고 상악 치아가 제대로 정렬될 수 있도록 공간을 만드는 데 필수적입니다.
"Since you have crowded lower teeth, we'll employ a series of clear aligners to create room and gradually straighten your teeth without the need for extraction."	"하악이 혼잡한 경우, 일련의 투명 교정기를 사용하여 공간을 만들고 발치 없이 점차 치아를 곧게 펴기 위해 노력할 것입니다."
